filename,label,wav_duration,file_path,folder
101_1305030823364_A.wav,Bunlabelledtest,10.59625,../datasets/challenge2/set_b/Bunlabelledtest__101_1305030823364_A.wav,b
101_1305030823364_D.wav,Bunlabelledtest,21.77675,../datasets/challenge2/set_b/Bunlabelledtest__101_1305030823364_D.wav,b
101_1305030823364_F.wav,Bunlabelledtest,2.66175,../datasets/challenge2/set_b/Bunlabelledtest__101_1305030823364_F.wav,b
103_1305031931979_A.wav,Bunlabelledtest,7.22475,../datasets/challenge2/set_b/Bunlabelledtest__103_1305031931979_A.wav,b
103_1305031931979_C.wav,Bunlabelledtest,8.429,../datasets/challenge2/set_b/Bunlabelledtest__103_1305031931979_C.wav,b
105_1305033453095_B.wav,Bunlabelledtest,10.046,../datasets/challenge2/set_b/Bunlabelledtest__105_1305033453095_B.wav,b
105_1305033453095_D.wav,Bunlabelledtest,15.44725,../datasets/challenge2/set_b/Bunlabelledtest__105_1305033453095_D.wav,b
106_1306776721273_B.wav,Bunlabelledtest,3.03725,../datasets/challenge2/set_b/Bunlabelledtest__106_1306776721273_B.wav,b
106_1306776721273_D.wav,Bunlabelledtest,4.513,../datasets/challenge2/set_b/Bunlabelledtest__106_1306776721273_D.wav,b
107_1305654946865_B.wav,Bunlabelledtest,9.24525,../datasets/challenge2/set_b/Bunlabelledtest__107_1305654946865_B.wav,b
107_1305654946865_D.wav,Bunlabelledtest,13.10775,../datasets/challenge2/set_b/Bunlabelledtest__107_1305654946865_D.wav,b
108_1305654420093_C.wav,Bunlabelledtest,21.812,../datasets/challenge2/set_b/Bunlabelledtest__108_1305654420093_C.wav,b
109_1305653646620_B.wav,Bunlabelledtest,12.867,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653646620_B.wav,b
109_1305653646620_D.wav,Bunlabelledtest,14.071,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653646620_D.wav,b
109_1305653972028_B.wav,Bunlabelledtest,4.62925,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653972028_B.wav,b
109_1305653972028_D.wav,Bunlabelledtest,8.257,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653972028_D.wav,b
110_1305655332337_D.wav,Bunlabelledtest,11.078,../datasets/challenge2/set_b/Bunlabelledtest__110_1305655332337_D.wav,b
112_1306243000964_C.wav,Bunlabelledtest,4.114,../datasets/challenge2/set_b/Bunlabelledtest__112_1306243000964_C.wav,b
113_1306244002866_C.wav,Bunlabelledtest,5.382,../datasets/challenge2/set_b/Bunlabelledtest__113_1306244002866_C.wav,b
115_1306259437619_D.wav,Bunlabelledtest,10.80275,../datasets/challenge2/set_b/Bunlabelledtest__115_1306259437619_D.wav,b
116_1306258689913_B.wav,Bunlabelledtest,11.68,../datasets/challenge2/set_b/Bunlabelledtest__116_1306258689913_B.wav,b
117_1306262456650_B1.wav,Bunlabelledtest,7.65725,../datasets/challenge2/set_b/Bunlabelledtest__117_1306262456650_B1.wav,b
118_1306262335509_A.wav,Bunlabelledtest,5.7495,../datasets/challenge2/set_b/Bunlabelledtest__118_1306262335509_A.wav,b
118_1306262335509_A1.wav,Bunlabelledtest,4.73825,../datasets/challenge2/set_b/Bunlabelledtest__118_1306262335509_A1.wav,b
118_1306262335509_C2.wav,Bunlabelledtest,3.74875,../datasets/challenge2/set_b/Bunlabelledtest__118_1306262335509_C2.wav,b
121_1306263877235_B.wav,Bunlabelledtest,12.66075,../datasets/challenge2/set_b/Bunlabelledtest__121_1306263877235_B.wav,b
122_1306325762831_A.wav,Bunlabelledtest,8.66975,../datasets/challenge2/set_b/Bunlabelledtest__122_1306325762831_A.wav,b
122_1306325762831_B.wav,Bunlabelledtest,7.5,../datasets/challenge2/set_b/Bunlabelledtest__122_1306325762831_B.wav,b
123_1306331925797_A.wav,Bunlabelledtest,15.8945,../datasets/challenge2/set_b/Bunlabelledtest__123_1306331925797_A.wav,b
123_1306331925797_D.wav,Bunlabelledtest,14.312,../datasets/challenge2/set_b/Bunlabelledtest__123_1306331925797_D.wav,b
125_1306332456645_B2.wav,Bunlabelledtest,4.62025,../datasets/challenge2/set_b/Bunlabelledtest__125_1306332456645_B2.wav,b
126_1306777102824_C1.wav,Bunlabelledtest,3.12425,../datasets/challenge2/set_b/Bunlabelledtest__126_1306777102824_C1.wav,b
126_1306777102824_D1.wav,Bunlabelledtest,11.16225,../datasets/challenge2/set_b/Bunlabelledtest__126_1306777102824_D1.wav,b
127_1306764300147_D.wav,Bunlabelledtest,3.63625,../datasets/challenge2/set_b/Bunlabelledtest__127_1306764300147_D.wav,b
128_1306344005749_C.wav,Bunlabelledtest,11.3875,../datasets/challenge2/set_b/Bunlabelledtest__128_1306344005749_C.wav,b
129_1306344506305_B.wav,Bunlabelledtest,2.6175,../datasets/challenge2/set_b/Bunlabelledtest__129_1306344506305_B.wav,b
130_1306347376079_A.wav,Bunlabelledtest,20.5735,../datasets/challenge2/set_b/Bunlabelledtest__130_1306347376079_A.wav,b
132_1306758754432_A.wav,Bunlabelledtest,7.39275,../datasets/challenge2/set_b/Bunlabelledtest__132_1306758754432_A.wav,b
132_1306758754432_B.wav,Bunlabelledtest,7.53625,../datasets/challenge2/set_b/Bunlabelledtest__132_1306758754432_B.wav,b
132_1306758754432_D.wav,Bunlabelledtest,13.9335,../datasets/challenge2/set_b/Bunlabelledtest__132_1306758754432_D.wav,b
134_1306428161797_A.wav,Bunlabelledtest,12.11025,../datasets/challenge2/set_b/Bunlabelledtest__134_1306428161797_A.wav,b
134_1306428161797_B.wav,Bunlabelledtest,5.795,../datasets/challenge2/set_b/Bunlabelledtest__134_1306428161797_B.wav,b
135_1306428972976_D.wav,Bunlabelledtest,8.80725,../datasets/challenge2/set_b/Bunlabelledtest__135_1306428972976_D.wav,b
136_1306429977501_A.wav,Bunlabelledtest,8.4375,../datasets/challenge2/set_b/Bunlabelledtest__136_1306429977501_A.wav,b
136_1306429977501_D.wav,Bunlabelledtest,2.76575,../datasets/challenge2/set_b/Bunlabelledtest__136_1306429977501_D.wav,b
137_1306764999211_A.wav,Bunlabelledtest,2.922,../datasets/challenge2/set_b/Bunlabelledtest__137_1306764999211_A.wav,b
137_1306764999211_B1.wav,Bunlabelledtest,4.1375,../datasets/challenge2/set_b/Bunlabelledtest__137_1306764999211_B1.wav,b
137_1306764999211_D2.wav,Bunlabelledtest,4.25825,../datasets/challenge2/set_b/Bunlabelledtest__137_1306764999211_D2.wav,b
138_1306762146980_C.wav,Bunlabelledtest,9.83775,../datasets/challenge2/set_b/Bunlabelledtest__138_1306762146980_C.wav,b
139_1306519274653_B.wav,Bunlabelledtest,14.65925,../datasets/challenge2/set_b/Bunlabelledtest__139_1306519274653_B.wav,b
139_1306519274653_C.wav,Bunlabelledtest,7.6705,../datasets/challenge2/set_b/Bunlabelledtest__139_1306519274653_C.wav,b
141_1306520154450_A.wav,Bunlabelledtest,3.348,../datasets/challenge2/set_b/Bunlabelledtest__141_1306520154450_A.wav,b
141_1306520154450_D.wav,Bunlabelledtest,7.15925,../datasets/challenge2/set_b/Bunlabelledtest__141_1306520154450_D.wav,b
142_1306763049574_C.wav,Bunlabelledtest,11.804,../datasets/challenge2/set_b/Bunlabelledtest__142_1306763049574_C.wav,b
143_1306763822290_D.wav,Bunlabelledtest,10.67475,../datasets/challenge2/set_b/Bunlabelledtest__143_1306763822290_D.wav,b
144_1306522408528_A.wav,Bunlabelledtest,3.195,../datasets/challenge2/set_b/Bunlabelledtest__144_1306522408528_A.wav,b
145_1307987561278_A.wav,Bunlabelledtest,13.3805,../datasets/challenge2/set_b/Bunlabelledtest__145_1307987561278_A.wav,b
145_1307987561278_D.wav,Bunlabelledtest,9.63075,../datasets/challenge2/set_b/Bunlabelledtest__145_1307987561278_D.wav,b
146_1306778707532_C.wav,Bunlabelledtest,8.23275,../datasets/challenge2/set_b/Bunlabelledtest__146_1306778707532_C.wav,b
146_1306778707532_D31.wav,Bunlabelledtest,3.8305,../datasets/challenge2/set_b/Bunlabelledtest__146_1306778707532_D31.wav,b
147_1306523973811_D.wav,Bunlabelledtest,4.47075,../datasets/challenge2/set_b/Bunlabelledtest__147_1306523973811_D.wav,b
148_1306768801551_A.wav,Bunlabelledtest,7.92625,../datasets/challenge2/set_b/Bunlabelledtest__148_1306768801551_A.wav,b
209_1308162216750_C.wav,Bunlabelledtest,10.3035,../datasets/challenge2/set_b/Bunlabelledtest__209_1308162216750_C.wav,b
148_1306768801551_D.wav,Bunlabelledtest,4.4135,../datasets/challenge2/set_b/Bunlabelledtest__148_1306768801551_D.wav,b
262_1309355283807_B.wav,Bunlabelledtest,5.2135,../datasets/challenge2/set_b/Bunlabelledtest__262_1309355283807_B.wav,b
172_1307971284351_D.wav,Bunlabelledtest,21.30675,../datasets/challenge2/set_b/Bunlabelledtest__172_1307971284351_D.wav,b
151_1306779785624_A1.wav,Bunlabelledtest,7.342,../datasets/challenge2/set_b/Bunlabelledtest__151_1306779785624_A1.wav,b
152_1306779561195_B.wav,Bunlabelledtest,2.59675,../datasets/challenge2/set_b/Bunlabelledtest__152_1306779561195_B.wav,b
152_1306779561195_C.wav,Bunlabelledtest,4.8315,../datasets/challenge2/set_b/Bunlabelledtest__152_1306779561195_C.wav,b
148_1306768801551_C.wav,Bunlabelledtest,2.944,../datasets/challenge2/set_b/Bunlabelledtest__148_1306768801551_C.wav,b
153_1306848820671_D.wav,Bunlabelledtest,1.91525,../datasets/challenge2/set_b/Bunlabelledtest__153_1306848820671_D.wav,b
154_1306935608852_A.wav,Bunlabelledtest,2.11025,../datasets/challenge2/set_b/Bunlabelledtest__154_1306935608852_A.wav,b
154_1306935608852_A2.wav,Bunlabelledtest,1.47075,../datasets/challenge2/set_b/Bunlabelledtest__154_1306935608852_A2.wav,b
154_1306935608852_D.wav,Bunlabelledtest,4.76475,../datasets/challenge2/set_b/Bunlabelledtest__154_1306935608852_D.wav,b
154_1306935608852_D1.wav,Bunlabelledtest,2.0855,../datasets/challenge2/set_b/Bunlabelledtest__154_1306935608852_D1.wav,b
155_1306935902813_B.wav,Bunlabelledtest,1.907,../datasets/challenge2/set_b/Bunlabelledtest__155_1306935902813_B.wav,b
155_1306935902813_B2.wav,Bunlabelledtest,5.32075,../datasets/challenge2/set_b/Bunlabelledtest__155_1306935902813_B2.wav,b
155_1306935902813_D.wav,Bunlabelledtest,6.43475,../datasets/challenge2/set_b/Bunlabelledtest__155_1306935902813_D.wav,b
156_1306936373241_C.wav,Bunlabelledtest,6.0085,../datasets/challenge2/set_b/Bunlabelledtest__156_1306936373241_C.wav,b
156_1306936373241_D.wav,Bunlabelledtest,5.78175,../datasets/challenge2/set_b/Bunlabelledtest__156_1306936373241_D.wav,b
157_1306937583792_C.wav,Bunlabelledtest,9.7585,../datasets/challenge2/set_b/Bunlabelledtest__157_1306937583792_C.wav,b
159_1307018640315_A.wav,Bunlabelledtest,3.84925,../datasets/challenge2/set_b/Bunlabelledtest__159_1307018640315_A.wav,b
159_1307018640315_B.wav,Bunlabelledtest,2.018,../datasets/challenge2/set_b/Bunlabelledtest__159_1307018640315_B.wav,b
159_1307018640315_C.wav,Bunlabelledtest,1.95475,../datasets/challenge2/set_b/Bunlabelledtest__159_1307018640315_C.wav,b
160_1307100683334_C.wav,Bunlabelledtest,7.66725,../datasets/challenge2/set_b/Bunlabelledtest__160_1307100683334_C.wav,b
161_1307101199321_D.wav,Bunlabelledtest,4.77275,../datasets/challenge2/set_b/Bunlabelledtest__161_1307101199321_D.wav,b
162_1307101835989_C.wav,Bunlabelledtest,8.949,../datasets/challenge2/set_b/Bunlabelledtest__162_1307101835989_C.wav,b
163_1307104470471_B.wav,Bunlabelledtest,2.507,../datasets/challenge2/set_b/Bunlabelledtest__163_1307104470471_B.wav,b
163_1307104470471_B1.wav,Bunlabelledtest,1.33425,../datasets/challenge2/set_b/Bunlabelledtest__163_1307104470471_B1.wav,b
163_1307104470471_D.wav,Bunlabelledtest,2.602,../datasets/challenge2/set_b/Bunlabelledtest__163_1307104470471_D.wav,b
164_1307106095995_D.wav,Bunlabelledtest,12.93325,../datasets/challenge2/set_b/Bunlabelledtest__164_1307106095995_D.wav,b
165_1307109069581_B.wav,Bunlabelledtest,11.42025,../datasets/challenge2/set_b/Bunlabelledtest__165_1307109069581_B.wav,b
167_1307111318050_C1.wav,Bunlabelledtest,3.8485,../datasets/challenge2/set_b/Bunlabelledtest__167_1307111318050_C1.wav,b
167_1307111318050_D.wav,Bunlabelledtest,5.37725,../datasets/challenge2/set_b/Bunlabelledtest__167_1307111318050_D.wav,b
169_1307970398039_B.wav,Bunlabelledtest,19.1335,../datasets/challenge2/set_b/Bunlabelledtest__169_1307970398039_B.wav,b
