filename,label,wav_duration,file_path,folder
184_1308073010307_Apost2.wav,extrastole,7.38075,../outputs/audio/extrastole__184_1308073010307_Apost2.wav,b
245_1309200438094_B.wav,murmur,2.04775,../datasets/challenge2/set_b/murmur__245_1309200438094_B.wav,b
109_1305653972028_F.wav,normal,10.25225,../datasets/challenge2/set_b/normal_noisynormal__109_1305653972028_F.wav,b
201104241315.wav,murmur,9.0,../datasets/challenge2/set_a/murmur__201104241315.wav,a
217_1308246111629_C.wav,normal,4.58075,../datasets/challenge2/set_b/normal__217_1308246111629_C.wav,b
115_1306259437619_C.wav,normal,7.72675,../datasets/challenge2/set_b/normal__115_1306259437619_C.wav,b
184_1308073010307_Apost.wav,extrastole,3.0,../outputs/audio/extrastole__184_1308073010307_Apost.wav,b
190_1308076920011_D.wav,normal,2.35325,../datasets/challenge2/set_b/normal__190_1308076920011_D.wav,b
201102081321.wav,normal,7.88857142857143,../datasets/challenge2/set_a/normal__201102081321.wav,a
254_1309350589009_A1.wav,murmur,7.3935,../datasets/challenge2/set_b/murmur__254_1309350589009_A1.wav,b
201108222243.wav,murmur,7.935555555555554,../datasets/challenge2/set_a/murmur__201108222243.wav,a
138_1306762146980_A.wav,normal,12.571,../datasets/challenge2/set_b/normal_noisynormal__138_1306762146980_A.wav,b
201108222242.wav,murmur,7.935555555555554,../datasets/challenge2/set_a/murmur__201108222242.wav,a
179_1307990076841_D.wav,normal,3.68925,../datasets/challenge2/set_b/normal__179_1307990076841_D.wav,b
139_1306519274653_D.wav,normal,15.3195,../datasets/challenge2/set_b/normal_noisynormal__139_1306519274653_D.wav,b
201106030612.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106030612.wav,a
127_1306764300147_A.wav,normal,9.633,../datasets/challenge2/set_b/normal__127_1306764300147_A.wav,b
201106021541.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106021541.wav,a
116_1306258689913_A.wav,murmur,8.61825,../datasets/challenge2/set_b/murmur__116_1306258689913_A.wav,b
229_1308594979317_B.wav,extrastole,5.57975,../datasets/challenge2/set_b/extrastole__229_1308594979317_B.wav,b
112_1306243000964_A.wav,murmur,4.66625,../datasets/challenge2/set_b/murmur__112_1306243000964_A.wav,b
209_1308162216750_A.wav,normal,2.947,../datasets/challenge2/set_b/normal__209_1308162216750_A.wav,b
286_1311170606028_D.wav,extrastole,6.7305,../datasets/challenge2/set_b/extrastole__286_1311170606028_D.wav,b
151_1306779785624_B.wav,extrastole,11.30825,../datasets/challenge2/set_b/extrastole__151_1306779785624_B.wav,b
203_1308162026258_B.wav,murmur,5.6325,../datasets/challenge2/set_b/murmur__203_1308162026258_B.wav,b
155_1306935902813_B1.wav,normal,2.5780000000000003,../datasets/challenge2/set_b/normal__155_1306935902813_B1.wav,b
201106161016post.wav,artifact,3.0,../outputs/audio/artifact__201106161016post.wav,a
232_1308748524018_B1.wav,normal,1.4080000000000001,../datasets/challenge2/set_b/normal__232_1308748524018_B1.wav,b
148_1306768801551_C1.wav,normal,3.41075,../datasets/challenge2/set_b/normal__148_1306768801551_C1.wav,b
167_1307111318050_C.wav,normal,1.97925,../datasets/challenge2/set_b/normal__167_1307111318050_C.wav,b
201105280851post2.wav,artifact,3.0,../outputs/audio/artifact__201105280851post2.wav,a
264_1309356143724_B.wav,normal,14.72475,../datasets/challenge2/set_b/normal_noisynormal__264_1309356143724_B.wav,b
201108222255.wav,murmur,7.935555555555554,../datasets/challenge2/set_a/murmur__201108222255.wav,a
201106161019.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106161019.wav,a
201101051108.wav,murmur,8.8840589569161,../datasets/challenge2/set_a/murmur__201101051108.wav,a
201106221254post2.wav,artifact,3.0,../outputs/audio/artifact__201106221254post2.wav,a
191_1308077299430_B.wav,normal,11.825,../datasets/challenge2/set_b/normal__191_1308077299430_B.wav,b
134_1306428161797_B1.wav,normal,6.3335,../datasets/challenge2/set_b/normal_noisynormal__134_1306428161797_B1.wav,b
109_1305653646620_C.wav,normal,7.63275,../datasets/challenge2/set_b/normal__109_1305653646620_C.wav,b
201108011115.wav,normal,7.935555555555554,../datasets/challenge2/set_a/normal__201108011115.wav,a
200_1308144251434_D.wav,murmur,7.53175,../datasets/challenge2/set_b/murmur_noisymurmur__200_1308144251434_D.wav,b
197_1308141235553_C.wav,murmur,7.12625,../datasets/challenge2/set_b/murmur__197_1308141235553_C.wav,b
