filename,label,wav_duration,file_path,folder
201108011112.wav,normal,7.935555555555555,../datasets/challenge2/set_a/normal__201108011112.wav,a
201012172012.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201012172012.wav,a
201104140118.wav,extrahls,1.9473922902494332,../datasets/challenge2/set_a/extrahls__201104140118.wav,a
201103170134.wav,extrahls,7.8802267573696145,../datasets/challenge2/set_a/extrahls__201103170134.wav,a
201105280851.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201105280851.wav,a
201108222256.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222256.wav,a
201108222242.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222242.wav,a
201106010559.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106010559.wav,a
201108222243.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222243.wav,a
201104021355.wav,murmur,0.9363718820861678,../datasets/challenge2/set_a/murmur__201104021355.wav,a
201104122156.wav,normal,9.0,../datasets/challenge2/set_a/normal__201104122156.wav,a
201103090635.wav,normal,8.01392290249433,../datasets/challenge2/set_a/normal__201103090635.wav,a
201104270458.wav,extrahls,3.2353968253968253,../datasets/challenge2/set_a/extrahls__201104270458.wav,a
201105061143.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201105061143.wav,a
201108222255.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222255.wav,a
201106141701.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106141701.wav,a
201104270459.wav,extrahls,1.6452380952380952,../datasets/challenge2/set_a/extrahls__201104270459.wav,a
201106070537.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106070537.wav,a
201106161016.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106161016.wav,a
201108011114.wav,normal,7.935555555555555,../datasets/challenge2/set_a/normal__201108011114.wav,a
201106171003.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106171003.wav,a
201108222251.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222251.wav,a
201108222245.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222245.wav,a
201105190800.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201105190800.wav,a
201106111136.wav,normal,4.963786848072562,../datasets/challenge2/set_a/normal__201106111136.wav,a
201101160808.wav,extrahls,6.167120181405895,../datasets/challenge2/set_a/extrahls__201101160808.wav,a
201108011115.wav,normal,7.935555555555555,../datasets/challenge2/set_a/normal__201108011115.wav,a
201101051108.wav,murmur,8.8840589569161,../datasets/challenge2/set_a/murmur__201101051108.wav,a
201106021541.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106021541.wav,a
201101070953.wav,extrahls,8.8840589569161,../datasets/challenge2/set_a/extrahls__201101070953.wav,a
201106050353.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106050353.wav,a
201106220340.wav,artifact,9.0,../datasets/challenge2/set_a/artifact__201106220340.wav,a
201108222253.wav,murmur,7.935555555555555,../datasets/challenge2/set_a/murmur__201108222253.wav,a
